X,Y,Z
-96.10186300102613,18.68030983885014,-54.2671733435985
-101.48239934643156,19.72618015699678,-54.96908580976681
-96.4448439978058,18.746978591032534,-50.06086151445911
-87.15371917532408,16.940966875801408,-43.30331288017891
-79.9177914561962,15.534445008859143,-37.96377973964826
-100.88211601738772,19.609496897927016,-45.75628369195367
-112.9044407282055,21.94640009176981,-48.822091049914775
-117.7744564183894,22.893035247133298,-48.474583761408226
-113.9371118245153,22.147131018708095,-44.55495958417665
-122.38506602181815,23.789246967161112,-45.378247364948514
-128.8118824696356,25.038493535059246,-45.18363876022718
-95.5063769349225,18.56455907323371,-31.612717643994372
-109.9137728291405,21.365073141021302,-34.23296872313758
-101.9891279172259,19.824678213236695,-29.792279921502967
-58.421070584242216,12.417781892468204,-103.44886846173698
-52.5786084628918,11.175928232266616,-89.46042418310446
-78.71180839626652,16.730711355540002,-128.77936287459028
-13.372385247735748,2.842388229585639,-21.05169762740451
-11.583284000125596,2.4621030199140783,-17.556578100177532
-11.940783578802748,2.538091901156175,-17.434185039367076
-12.421516717570594,2.6402748842135066,-17.47870262327345
-17.426963820140024,3.7042155099568395,-23.643018780328934
-21.99391410387495,4.674950759585468,-28.77983475633869
-21.708611318285797,4.614307780445758,-27.40680687573582
-21.091769265129354,4.4831939545333475,-25.69774927324761
-19.872150757066535,4.223956037910392,-23.371006990471198
-19.767670324888737,4.201748036484882,-22.444692432276117
-43.73268562182624,9.295669288371405,-47.945283136216126
-74.92508108607205,15.925817618503093,-79.32053676729177
-105.03043998031117,22.324909192904585,-107.37688248840708
-106.84747726239893,22.7111323900114,-105.48654347395637
-109.7237371946067,23.322500311670733,-104.60490846638601
-111.49273921453836,23.69851329861473,-102.63125240332167
-112.1011442361511,23.82783377811151,-99.62508511537997
-113.78477345422667,24.185700215832842,-97.6097690853664
-116.59387112961795,24.782792359109266,-96.52516157922406
-117.04754976560697,24.87922473007824,-93.49056132335707
-119.81791112112268,25.46808321439016,-92.30638825106116
-120.16772166739081,25.542437741340823,-89.2574497134922
-84.46508358037929,17.953607747016473,-60.46438001189764
-80.90972288763756,17.19789250267054,-55.79351944648288
-85.19020861910032,18.10773783202786,-56.559120833931765
-88.76619364925918,18.867836914621897,-56.70644579147251
-88.38494416383277,18.786799834861196,-54.29347495526857
-92.47910866797248,19.65704136477258,-54.58566605266453
-129.91205161709073,27.613659011227263,-73.6202042003986
-103.16548728919624,21.928501261203937,-56.07953500316984
-98.04438396847988,20.839977147395533,-51.072157999945034
-95.02332998586223,20.1978323002308,-47.38137135273236
-95.8177062597883,20.366682189688767,-45.67871983969099
-97.5535697697518,20.73565136889507,-44.403981140634876
-95.39162604552367,20.276116044349052,-41.395943621629726
-90.48828572110317,19.23387888429226,-37.37640468040161
-100.69494895664161,21.403372127762136,-39.51670421231326
-97.38004828931497,20.698768239637523,-36.235266499786356
-94.14179077372235,20.010455356321046,-33.13980231982645
-100.0471938415876,21.265687527702084,-33.233536337027644
-103.14596991926126,21.924352716157717,-32.23939582274984
-104.72262751910847,22.25948163451215,-30.699589921925053
-53.7211735763545,12.402510168715358,-95.49534149223031
-56.17320978126224,12.968607331916797,-95.94703683485209
-75.33341408084189,17.39208904015699,-123.7298518306711
-13.056973688847819,3.014439897118366,-20.634846085236873
-11.712933041825456,2.704143664141082,-17.82191179943643
-12.757129953299014,2.9452155162718814,-18.698306088221052
-13.881552260658244,3.204808860433139,-19.60889219626944
-19.47534383395232,4.49623740249296,-26.524474753665515
-21.36804065884684,4.933200894805455,-28.069258104394642
-23.30900139477207,5.381306988954254,-29.541362757711585
-20.389365732487597,4.7072559848569515,-24.938266004472567
-18.924358225443402,4.369032351720288,-22.342623830794246
-16.53002437604327,3.8162568269585733,-18.841354641279683
-19.771200771837236,4.564541358574399,-21.75971720971059
-30.49672468843699,7.040723664073748,-32.41097405138621
-40.869366940541084,9.435436818009606,-41.94439917399274
-61.715367412455954,14.248115239163226,-61.16550548629509
-102.42146623505532,23.64585864211515,-98.02185623342181
-111.06216224428199,25.640720499831186,-102.63125240332167
-112.79050189466086,26.039739148564745,-100.626333866564
-113.34534481196366,26.167834729241267,-97.6097690853664
-114.98794588460233,26.547059067622268,-95.56472017412236
-116.5955205150113,26.918196914644135,-93.49056132335707
-119.35518293347177,27.555315185311297,-92.30638825106116
-79.44135231155988,18.340481308738397,-59.23572882888904
-84.13888547961768,19.424992294000234,-60.46438001189764
-89.07374267309793,20.56429384772199,-61.66137510934099
-81.53375449369544,18.82355041563521,-54.341405984981776
-92.95694886226153,21.460802636381782,-59.61384743878888
-90.27244238629557,20.84103548221066,-55.667920817451254
-89.39934557141052,20.63946519988066,-52.972415816578724
-129.4103405821018,29.876731243132888,-73.6202042003986
-131.95552932539306,30.464334364369677,-72.00754830009993
-101.14456892870344,23.351063670744587,-52.89133339567143
-98.51935589290657,22.74498548585092,-49.315041799934406
-99.34295825303694,22.93512907294096,-47.54290376046598
-104.74535936404128,24.182371645173266,-47.86234750767042
-100.89913883145938,23.294401668146083,-43.95572581617771
-99.6188095767516,22.998814369066558,-41.307315475006384
-102.33238935153653,23.625293623146067,-40.31499459084293
-98.47000084001294,22.733590974066463,-36.782892423765425
-103.64096361828507,23.927401797063762,-36.625145754648074
-104.24799295117111,24.06754556110732,-34.763204891819605
-106.94083780169187,24.689237780728835,-33.55511052577111
-108.5755025858424,25.066629882542326,-31.952463954027657
-54.57723968614846,13.607634171640974,-97.42447535668603
-54.83066795597653,13.67082093602121,-94.0471582132364
-78.07996588353025,19.467521955804276,-128.77936287459028
-14.514266989773695,3.618813201292979,-23.034226172244008
-11.781179990636739,2.9373780782014998,-18.001024990780078
-12.266844455003705,3.058467829154018,-18.05518563362808
-12.760704727967644,3.1816010246957056,-18.101288920909656
-18.173399689291813,4.531137449402007,-24.85522227483532
-22.36967174020297,5.577385579242344,-29.508399741868555
-24.15881525998434,6.023469159829251,-30.74696864255198
-25.30047575237693,6.308117090322458,-31.074992969371603
-23.60030439326917,5.884216760864945,-27.980175362633325
-20.511549324259335,5.114103628236971,-23.477773591243157
-16.861553594489244,4.204057482547257,-18.63535207614754
-13.577703695864232,3.3853017456863013,-14.490555186403364
-15.428100131305952,3.846657393403126,-15.900410270298863
-22.38391653733278,5.580937206061625,-22.277637993194812
-30.2624008076302,7.545263954606295,-29.08406636414744
-39.484168238196474,9.844508810753673,-36.64007147991487
-68.46631381227715,17.070569284849537,-61.33888563294275
-109.53553636822703,27.31027652304663,-94.72496443959506
-115.65793831337126,28.836762772632643,-96.52516157922406
-116.10797513938057,28.94896955566743,-93.49056132335707
-117.67346006584575,29.339288785864092,-91.38792434194926
-90.09176530144283,22.4623999152253,-67.45932929725942
-92.13718011990642,22.972379106898675,-66.49019089979298
-89.5927425798619,22.337979576680162,-62.28108223182942
-86.21350386440169,21.49544073662411,-57.7016908655124
-85.45126327160904,21.305392811937118,-55.03051704174509
-88.11492761998211,21.96951892416156,-54.56562213101123
-96.9236043922493,24.165768711482052,-57.67197316375344
-128.86920990374546,32.13070273327949,-73.6202042003986
-130.09626669663982,32.436642352827,-71.29106122319912
-126.13598759899124,31.449233874708685,-66.2370183010767
-128.517201358587,32.0429371457314,-64.60095164433821
-126.39195227774937,31.513053036861844,-60.74182713602009
-122.40582740905423,30.519200484266552,-56.16698511143901
-122.72316345823569,30.59832124763911,-53.687644748811636
-119.36197950249588,29.76028396476596,-49.7017236916998
-113.75374234063736,28.36199339372887,-45.00274437242598
-106.75768759736894,26.617681036808193,-40.046162744284636
-103.20758785637918,25.732541758493124,-36.625145754648074
-105.9092219943657,26.40613480253026,-35.46546821425904
-110.83975243909359,27.635454111271763,-34.924520564438986
-104.92601996067835,26.16099500307964,-31.008125930055844
-53.255606726173504,14.269796814707655,-95.49534149223031
-76.30479810557681,20.445809031009166,-131.47232058168998
-64.27814321511909,17.223276565463205,-106.49527039254914
-13.205299752496225,3.538349404492268,-21.05169762740451
-11.495888981553794,3.08031416888518,-17.644580814124375
-11.558096642880432,3.096982661500682,-17.08896504577209
-12.327797295322961,3.303223329736366,-17.566314984767875
-15.111334914930913,4.049069987011966,-20.760826764175853
-21.18285759746157,5.675929586623299,-28.069258104394642
-25.923126465312087,6.946080801670238,-33.14167018755354
-26.610592462564213,7.130286760457801,-32.83199217289653
-27.160012403421387,7.277503389916036,-32.34618990224251
-26.087969218539406,6.9902502842756205,-29.995703926771096
-22.771784427794923,6.101681247643264,-25.2811845663257
-20.469074019560583,5.484671853354133,-21.94407279067267
-15.358616928673621,4.115329002897067,-15.900410270298863
-12.290527437463986,3.293236901421031,-12.287511173001178
-17.38125269284858,4.657292622490053,-16.780046573888356
-22.1178712783929,5.926465747340901,-20.617546615182977
-32.84593537991766,8.801041859693777,-29.559760428629865
-58.95268535561351,15.796324432682711,-51.21218958276585
-77.9543326641723,20.887800483872056,-65.35302420925977
-80.6409615093358,21.607680513295772,-65.2261513463982
-113.68138309411917,30.460834794522313,-88.68700299791364
-66.44103846489969,17.80282260095503,-49.975100298377804
-82.1678991206808,22.016822213148373,-59.56418267041713
-86.5533051035885,23.19188820475111,-60.44039807644622
-92.97335736480149,24.91213602350873,-62.50749549758786
-90.32663178757356,24.20294804250371,-58.433414170212174
-89.49010920438548,23.978802491888068,-55.667920817451254
-95.52702903753678,25.596390285952385,-57.098127442760585
-128.28882441566836,34.37488690011643,-73.6202042003986
-130.8119556455539,35.050957875562005,-72.00754830009993
-132.00591616613693,35.370878632846875,-69.63306285005167
-131.83470558724187,35.32500289649627,-66.56834351962021
-132.9368176918599,35.620312944897236,-64.17620737880328
-135.34514262437622,36.265621665676726,-62.38526631496624
-135.01923699451874,36.178295515347656,-59.33402363636338
-127.44015349159953,34.14748621137241,-53.30550528178455
-107.18133357646862,28.71915177550554,-42.59442916564842
-102.10970901895982,27.360214071007206,-38.475930243283905
-104.81831577756513,28.08598306458898,-37.36502277756721
-105.43224090986166,28.250483808001007,-35.46546821425904
-110.34056583070391,29.56566550673024,-34.924520564438986
-108.7162937533707,29.130443115320386,-32.27359155551649
-57.41253911598951,16.46278067620706,-103.44886846173698
-75.55761383067367,21.66579712489156,-130.81659964720248
-18.979876681070216,5.442392060568082,-31.598213200421476
-14.094404669889276,4.041505504108144,-22.57811793468132
-11.847882183066373,3.397325547008274,-18.273075644614906
-12.152632836882496,3.484711390797027,-18.05518563362808
-13.626498232813248,3.9073354923097487,-19.511092438432094
-17.55966938198194,5.03515417073354,-24.24154465031429
-21.94088720853513,6.2914481665019,-29.214786258640952
-25.413870948512564,7.287310228755797,-32.64825500014586
-27.425383528316,7.864102179410228,-34.00145817340662
-27.991626185908473,8.026469648694674,-33.49835176733771
-28.549342323003742,8.186392177569969,-32.98504143881465
-27.403805367722583,7.857914741426903,-30.571262265128066
-24.880262139295922,7.134300364912673,-26.802551031795133
-22.127835065674628,6.345054601914148,-23.01957433565989
-18.246777332773654,5.232179205141254,-18.330812640426217
-16.70239020477852,4.789333322363352,-16.202903856800816
-13.35038973638077,3.828162654988933,-12.505174150162903
-19.239926899641166,5.5169602608088715,-17.399021890793126
-26.759641019132673,7.673203586798418,-23.35888864028078
-32.33928735403695,9.273141427498263,-27.24319366397048
-37.71909138340295,10.815775409205605,-30.65698349082772
-55.62091455341938,15.949040599877932,-43.60245041412746
-63.52760628219861,18.21624796972271,-48.0155485872595
-83.42302458549017,23.92116736593289,-60.76745897795803
-86.13536835699352,24.698919427003123,-60.44039807644622
-83.71955761390375,24.006196843555575,-56.559120833931765
-89.44214430379489,25.64712217148663,-58.14197630119563
-90.85708239115306,26.052849139170977,-56.792487414467104
-91.79601391703024,26.322083421759732,-55.13426111689441
-127.6693609089125,36.60860014340658,-73.6202042003986
-128.88499307321902,36.95717705730147,-71.29106122319912
-130.06136562009848,37.294496457052496,-68.94020229813904
-132.5166832443676,37.998547456383946,-67.23736649450869
-133.6244965475255,38.31620780934669,-64.82118898578848
-134.69160653458547,38.62219667423328,-62.38526631496624
-134.36727459320213,38.52919598658741,-59.33402363636338
-134.66719483276717,38.61519673137836,-56.60173364026553
-105.07577406786596,30.12999336899557,-41.96028073165717
-114.57245930158265,32.853124039767636,-43.38149021089028
-105.88866021740697,30.363084721523695,-37.929722781172394
-107.04273225494919,30.694009553122196,-36.18191819686338
-107.63342892118656,30.863389096548875,-34.23296872313758
-115.45736420338409,33.10686643719455,-34.4410544777589
-57.116479768749244,17.462260282219496,-103.44886846173698
-61.8508238455224,18.909694523071128,-107.6404320387569
-19.360003300304808,5.918947002044104,-32.398125775946745
-12.814890859646406,3.9179053153380545,-20.634846085236873
-12.024895062563026,3.676379361946275,-18.642216259046403
-12.77353940383668,3.905262906574039,-19.076036927433563
-13.55623044403235,4.1445555716646485,-19.511092438432094
-19.114261208885814,5.843816104971498,-26.524474753665515
-22.60524250087362,6.911116194330364,-30.25540843781698
-25.92285680799169,7.925412677262573,-33.474749510386836
-27.283959002067412,8.341543378592222,-34.00145817340662
-27.29586859233493,8.345184505740605,-32.83503996030742
-27.288458748312475,8.342919089078116,-31.69167946441487
-27.952645387267307,8.545981322821515,-31.345177453953703
-27.90775927642903,8.532258261566898,-30.219791902644562
-28.266186804049276,8.64184055383978,-29.55771852832013
-25.63140702364765,7.8363075360840915,-25.882922667598322
-23.344975797321695,7.137275359151096,-22.764230733745865
-21.57155469701073,6.595086117639857,-20.31059133593946
-17.58097940988385,5.375044815694467,-15.981215343263358
-15.986182842565547,4.887466574380309,-14.026909354456674
-16.136967764131047,4.933566151204221,-13.664533986779587
-20.287325379031575,6.2024578131049,-16.574419001964035
-24.493046183673616,7.488275700732977,-19.300159322616047
-32.33998895086229,9.887326860312678,-24.569968079227188
-77.38200824015998,23.658054111903784,-56.6592032024363
-86.55240475955178,26.46172568902357,-61.04783417574813
-84.97036680785436,25.978048147957654,-57.7016908655124
-98.83204955509296,30.215989860434668,-64.57890998478796
-105.01652358425987,32.10677331983525,-65.98345660784294
-114.36542814774437,34.96502028292135,-69.0458876371407
-127.0110080780629,38.83116205245759,-73.6202042003986
-128.2203715897268,39.20090158300984,-71.29106122319912
-130.6910758664774,39.95627168522362,-69.63306285005167
-130.52157062455052,39.9044487320985,-66.56834351962021
-132.93543485765238,40.642441089033426,-64.82118898578848
-132.66374923087488,40.55937845721622,-61.76452254352989
-133.67438261839936,40.86836009148895,-59.33402363636338
-135.99749518079105,41.57860687829414,-57.45715929813258
-113.2402540995828,34.621020054417315,-45.45502947261496
-107.34386912792256,32.818314258889025,-40.855148894648735
-108.00938518838994,33.0217829375774,-38.88991828483595
-109.73387080164218,33.54901109928266,-37.283821653093135
-109.24152249344276,33.398485115501835,-34.924520564438986
-128.8606099567818,39.396642095265534,-38.63850418056577
-60.01469997843358,19.49995808650165,-109.29793107204794
-74.38261634251553,24.168377107018966,-130.1641491345195
-17.076548623882356,5.548506991578311,-28.734559862020085
-12.744562213752092,4.140959283113706,-20.634846085236873
-12.139637603801102,3.9444073626046214,-18.923957277949576
-12.45189277647127,4.045865218455766,-18.698306088221052
-13.754184394735331,4.469005415468785,-19.905242651074325
-19.296651067057976,6.269862003020865,-26.925340854515664
-23.050297886788993,7.4894957874534835,-31.021327748936137
-26.03969035627802,8.460808280560794,-33.8111763360669
-27.682371193242208,8.994547639114817,-34.68833319137312
-28.253919788606016,9.18025503510277,-34.17506336172557
-27.138698569054526,8.817897695213608,-31.69167946441487
-27.112874440311643,8.809506927146991,-30.571262265128066
-27.754600350508227,9.018016314952849,-30.219791902644562
-27.8313510845985,9.042954140159113,-29.263614314968045
-28.59738502115079,9.291853654127781,-29.037363427507177
-29.22073722352568,9.494393062369545,-28.65106102752948
-28.527609680415775,9.269182271611612,-27.008253127225295
-28.397878643446273,9.227030102487502,-25.956290571486303
-26.08137925561288,8.474353825068961,-23.011120095398947
-24.425059128420436,7.936182792477146,-20.796895403322747
-25.90648102185874,8.417525944085895,-21.28197526535409
-23.40351190346049,7.6042619784555905,-18.543389251126754
-15.041324155719021,4.887222475616901,-11.4905491833597
-18.051903681168913,5.865419060511088,-13.290565618360503
-26.715579852049615,8.680418090213914,-18.94722956400949
-39.71779858638657,12.905095051728482,-27.120407194690948
-122.47645222621726,39.79501165302658,-80.47027701874133
-123.79346222239894,40.22293414092164,-78.21051122416307
-126.32976570193638,41.0470290970474,-76.68999999999998
-127.58344293179434,41.454373521746966,-74.36009955338318
-128.79825700900673,41.84909054269428,-72.00754830009993
-129.97383788943745,42.23105992526103,-69.63306285005167
-129.80526289922065,42.17628659064732,-66.56834351962021
-132.20587974654717,42.95629428745225,-64.82118898578848
-131.9356851416168,42.868502738494506,-61.76452254352989
-132.94077213171826,43.19507529800592,-59.33402363636338
-133.90536407480224,43.50849021914147,-56.88545101081563
-134.8291671468186,43.80865203268006,-54.41955052582826
-135.71189994840262,44.095469306425564,-51.93707331857669
-137.92567700707053,44.81476907585532,-49.93564353063869
-138.7335132986147,45.077250998309765,-47.39702659722943
-138.11105088054688,44.87500069851477,-44.397767092925484
-138.82694002035228,45.10760718035677,-41.85659189311173
-72.51181956271161,24.967821765319357,-132.8309764324572
-74.32016453659458,25.590484874180838,-130.81659964720248
-19.528328245363284,6.724142656263098,-33.05261133097624
-12.670351450748122,4.3627518745773495,-20.634846085236873
-11.889266031973316,4.093802596555262,-18.642216259046403
-12.195081159154126,4.199103189405307,-18.419924577859202
-12.749641360273943,4.390053579882329,-18.559525231589994
-16.594836722764477,5.714060521681185,-23.291020088761467
-23.851300354112386,8.212661324786469,-32.287332150846034
-26.944574810533606,9.277761135615874,-35.19103661869714
-28.501474898074243,9.813844826889213,-35.92392151839414
-28.656842538808576,9.86734219580571,-34.86544543713172
-28.08177377877741,9.669330142186734,-32.98504143881465
-29.493465544461245,10.15541459856532,-33.45028899091063
-28.57584127002828,9.839451222253157,-31.296212090201973
-29.08792580559581,10.015776068187671,-30.763991904821573
-29.005205851235047,9.987293303731201,-29.623957079586734
-29.489630151897718,10.154093966997893,-29.08406636414744
-29.518949829384017,10.164189541569174,-28.11048084693135
-29.23815375730269,10.067503700248297,-26.880846083161046
-28.656539341905646,9.867237796739769,-25.431220721781038
-28.354043954831102,9.763080282077258,-24.283660483960386
-27.623123089708685,9.511404045086039,-22.825092585342137
-24.216788628593335,8.338509030023852,-19.300159322616047
-19.49116726307001,6.711347103922556,-14.977137734295878
-15.36990215392119,5.29228172515537,-11.382242112905823
-18.99939155921562,6.542015149540528,-13.553674938001198
-31.37337048928067,10.802717781426434,-21.548074829755137
-78.41998691067538,27.00216692715965,-51.82578921471913
-123.07262088376793,42.377301810211634,-78.21051122416307
-125.59415563188334,43.24553585185717,-76.68999999999998
-125.5784483916603,43.240127415319805,-73.6202042003986
-126.1418826501933,43.4341333888061,-70.93549557197265
-127.93127790406454,44.05027158580345,-68.94020229813904
-129.04941523335987,44.435277143729785,-66.56834351962021
-131.43605344376402,45.25706258250417,-64.82118898578848
-131.16743216457488,45.16456885856215,-61.76452254352989
-132.16666659801965,45.50863286614704,-59.33402363636338
-133.1256417844914,45.838834503308874,-56.88545101081563
-135.39123086688886,46.61893938474591,-54.96647610125815
-136.27764352567874,46.92415573993678,-52.45904958329107
-136.43864314928535,46.97959235607377,-49.68658846950284
-136.5532935905916,47.01906966889137,-46.9254183027919
-137.306839147478,47.278536211999096,-44.397767092925484
-138.01855971103888,47.52360125497918,-41.85659189311173
-72.06502708807132,26.229524791645545,-132.8309764324572
-73.4938402652395,26.749570258462082,-130.1641491345195
-21.88246060451739,7.964564312547141,-37.26671521215252
-12.84666212969972,4.675802624885558,-21.05169762740451
-11.994584632830357,4.365671778737057,-18.923957277949576
-12.99873409168922,4.731152292516199,-19.755519807839608
-14.286605657305198,5.199899207958227,-20.9258062654257
-18.688547340867437,6.8020749537505365,-26.392183383928433
-26.593266015550864,9.679157261583489,-36.22230031009661
-29.00885881604605,10.558361139071474,-38.12199486711051
-28.89807908146528,10.518040613124164,-36.6496328720817
-30.69843067197171,11.173315003282319,-37.58091105021717
-30.23318113501029,11.00397802032223,-35.73226881739052
-29.020080466209322,10.562445485710253,-33.11745305431269
-29.55878340440374,10.758517320324769,-32.573434734892295
-29.49269058011795,10.734461499586155,-31.385465765871235
-29.853276949991493,10.865704205102226,-30.679153804254145
-29.899984729221273,10.882704446450544,-29.67160347813031
-29.780437333022963,10.83919275265033,-28.535316360349952
-31.321156016385146,11.399968492771979,-28.97443795540852
-30.851980770571572,11.22920266864131,-27.54931252309282
-31.142982915764396,11.335118787599109,-26.837595351295832
-31.578373502712402,11.493588001527874,-26.255105957409434
-32.00414501118492,11.648556157210491,-25.664619003909483
-30.07759945301016,10.947350919077111,-23.25510987267972
-26.608493780720174,9.684699714839514,-19.827194035092123
-21.938130550357425,7.984826515776126,-15.747123657777928
-20.486758444415695,7.456570270369083,-14.15809404002748
-34.670809853815406,12.619142784692155,-23.055120370537708
-122.31429043258446,44.51876094285209,-78.21051122416307
-123.57830574465477,44.97882489210239,-75.92692175022368
-124.8046779076653,45.42518785557088,-73.6202042003986
-125.9930333567751,45.8577138667749,-71.29106122319912
-128.420818602566,46.74135543143344,-69.63306285005167
-129.54323458629338,47.14988143997483,-67.23736649450869
-129.32643813420322,47.07097398451948,-64.17620737880328
-130.3592243170482,47.44687741343647,-61.76452254352989
-132.67241439750245,48.288809748921665,-59.93034048768481
-133.6350591899558,48.63918379954605,-57.45715929813258
-134.556997448828,48.97474188360674,-54.96647610125815
-134.09031824011203,48.80488454268322,-51.93707331857669
-134.9216583163266,49.107467584977925,-49.43877557566656
-135.7118999484026,49.39509201693153,-46.9254183027919
-136.4608024210836,49.66767022535577,-44.397767092925484
-137.16813761142168,49.92511918028785,-41.85659189311173
-70.88388799019351,27.209775262914143,-131.5092861336939
-73.38179565794066,28.168632179401463,-130.81659964720248
-21.95861889494212,8.429124052817409,-37.641251926712755
-13.217719472276345,5.073807130594186,-21.80155296663038
-11.916566321239404,4.574341231838099,-18.923957277949576
-12.721917172536232,4.883486459236107,-19.461398435767602
-13.705493303238141,5.261045961531864,-20.20607186945158
-21.67989182820496,8.322130756306095,-30.817043039190434
-28.194652123130027,10.822912930404549,-38.65495465987393
-32.332585227112354,12.411316628405826,-42.76805342866507
-31.10129373911143,11.938668109517032,-39.70207332536116
-31.743431676880494,12.185161769358386,-39.11461712503181
-31.734814479861555,12.18185393734,-37.75259326007577
-31.07682338994484,11.929274822547217,-35.696777764909484
-30.56498983533005,11.732800329006265,-33.90278182452848
-29.892773081060504,11.474760493293948,-32.01949423170571
-31.024242248451475,11.909090813406808,-32.09124959767434
-29.7055014355869,11.402873643814727,-29.67160347813031
-29.586731630801047,11.357282187309261,-28.535316360349952
-30.197769764495046,11.59183775086955,-28.118113900904564
-30.498431232792168,11.707250875269755,-27.4119097536566
-30.940414588525833,11.876912389620173,-26.837595351295832
-31.372973194249305,12.04295608140248,-26.255105957409434
-31.795975288421,12.205331372099657,-25.664619003909483
-32.37074176862463,12.425963552393727,-25.19195978243419
-32.12725619147425,12.332498196275857,-24.096206742111114
-26.75444255452896,10.270068274104728,-19.329988990997048
-21.504302693916568,8.254728402709778,-14.958601379684088
-32.9296151976107,12.6404949619184,-22.040637017593056
-120.91262480962688,46.41400804614671,-77.82043467208159
-122.77449543703652,47.128713217898095,-75.92692175022368
-125.23903997865172,48.074763230167015,-74.36009955338318
-125.1735165468463,48.049611141244824,-71.29106122319912
-126.31601331819982,48.48817456191152,-68.94020229813904
-128.700625629849,49.40354146585629,-67.23736649450869
-129.77653744492642,49.8165453165342,-64.82118898578848
-130.8129180695246,50.21437456492498,-62.38526631496624
-130.49792585310453,50.09346038172522,-59.33402363636338
-131.44479298685604,50.4569286203295,-56.88545101081563
-132.35162076332944,50.80502718968877,-54.41955052582826
-134.55699744882804,51.65159198295729,-52.45904958329107
